Symbol,Name,DowComposite,Nasdaq100,Russell1000,Russell2000,S&P100,S&P500,S&P400,S&P600,WatchList,Sector,Full_Time_Employees,Industry,Previous_Close,Days_Range,Market_Cap,Earnings_Date,_52_Week_Range,Volume,PE_Ratio_TTM,Beta,_1y_Target_Est,EPS_TTM,Forward_Dividend_and_Yield,Ex_Dividend_Date,Open,Avg_Volume
TGH,Textainer Group Holdings,0,0,0,1,0,0,0,0,0,Services,162,Rental & Leasing Services,23.85,23.80 - 24.75,1.407B,"Feb 14, 2018",9.15 - 24.75,"230,776",363.97,3.07,23.75,0.07,0.00 (0.00%),2016-08-17,23.85,"233,512"
TGI,Triumph Group,0,0,0,1,0,0,0,1,0,Industrial Goods,"14,309",Aerospace/Defense Products & Services,28.65,28.65 - 29.80,1.457B,"Jan 31, 2018",19.65 - 34.80,"629,032",,1.87,33.62,-2.12,0.16 (0.57%),2017-11-30,29.40,"469,428"
TGNA,Tegna Inc,0,0,1,0,0,0,1,0,0,Services,"10,121",Broadcasting - TV,15.10,14.97 - 15.20,3.237B,"Mar 1, 2018",11.59 - 17.06,"1,562,597",32.14,1.63,16.80,0.47,0.28 (1.88%),2017-12-07,15.11,"2,510,428"
TGT,Target Corp,0,0,1,0,1,1,0,0,0,Services,"323,000","Discount, Variety Stores",74.00,74.45 - 77.00,41.746B,"Mar 6, 2018",48.56 - 77.00,"14,845,951",16.09,0.32,70.35,4.77,2.48 (3.51%),2017-11-14,74.54,"7,527,473"
TGTX,Tg Therapeuticscmn,0,0,0,1,0,0,0,0,0,Healthcare,69,Biotechnology,10.650,9.550 - 10.601,697.692M,"Aug 7, 2017",4.100 - 15.350,"2,099,636",,2.28,27.58,-1.9280000000000002,N/A (N/A),,10.550,"1,436,628"
THC,Tenet Healthcare Corp,0,0,0,1,0,0,1,0,0,Healthcare,"101,340",Hospitals,15.43,15.40 - 16.39,1.64B,"Feb 26, 2018",12.25 - 22.72,"5,472,117",,1.17,17.87,-5.53,0.00 (0.00%),2000-03-13,15.40,"3,287,665"
THFF,First Finl Corp [In],0,0,0,1,0,0,0,0,0,Financial,846,Regional - Midwest Banks,47.40,47.10 - 48.35,581.853M,"Feb 5, 2018",39.55 - 52.35,"10,332",16.68,0.56,48.50,2.85,1.02 (2.24%),2018-01-05,47.45,"17,836"
THG,The Hanover Insurance Group,0,0,1,0,0,0,1,0,0,Financial,"4,900",Property & Casualty Insurance,110.10,109.67 - 111.07,4.709B,"Jan 31, 2018",79.23 - 111.07,"98,131",39.30,0.79,113.00,2.82,2.16 (1.99%),2017-12-14,110.19,"205,804"
THO,Thor Industries,0,0,1,0,0,0,1,0,0,Consumer Goods,"17,800",Recreational Vehicles,156.75,156.22 - 159.17,8.247B,"Mar 5, 2018",87.96 - 159.17,"665,612",19.49,1.58,160.80,8.03,1.48 (0.97%),2017-12-22,156.98,"581,020"
THR,Thermon Group Holdings Inc,0,0,0,1,0,0,0,0,0,Industrial Goods,959,Diversified Machinery,,,,,,,,,,,,,,
THRM,Gentherm Inc,0,0,0,1,0,0,0,1,0,Consumer Goods,"11,685",Auto Parts,32.25,32.05 - 33.15,1.209B,"Feb 19, 2018",29.50 - 40.80,"113,832",18.22,1.37,37.78,1.81,N/A (N/A),,32.40,"195,998"
THS,Treehouse Foods,0,0,1,0,0,0,1,0,0,Consumer Goods,"16,027",Processed & Packaged Goods,49.10,48.22 - 49.33,2.796B,"Feb 15, 2018",40.26 - 90.42,"685,230",,-0.07,50.07,-4.54,N/A (N/A),,49.10,"1,111,201"
TIER,Tier REIT,0,0,0,1,0,0,0,0,0,Financial,113,REIT - Office,19.56,19.46 - 19.72,939.158M,"Aug 7, 2017",15.96 - 20.72,"151,709",10.86,0.94,21.50,1.81,0.72 (3.71%),2017-12-14,19.56,"177,938"
TIF,Tiffany & Co,0,0,1,0,0,1,0,0,0,Services,"11,900",Jewelry Stores,107.46,107.47 - 108.90,13.479B,"Mar 15, 2018",77.15 - 108.90,"1,119,765",29.14,1.79,102.28,3.72,2.00 (1.89%),2017-12-19,108.00,"1,423,442"
TILE,Interface Inc,0,0,0,1,0,0,0,1,0,Industrial Goods,"3,278",Textile Industrial,25.40,25.00 - 25.70,1.548B,"Jan 31, 2018",17.18 - 25.70,"504,991",30.45,1.43,25.60,0.84,0.26 (1.06%),2017-11-09,25.45,"470,493"
TIME,Time Inc,0,0,0,1,0,0,0,1,0,Services,"7,450",Publishing - Periodicals,18.45,18.45 - 18.50,1.843B,"Feb 14, 2018",9.90 - 19.70,"1,025,142",,1.11,17.38,-0.03,0.16 (0.87%),2017-11-29,18.45,"1,897,531"
TIPT,Tiptree Fncl Cl A,0,0,0,1,0,0,0,0,0,Financial,"1,068",Life Insurance,6.20,6.15 - 6.25,252.454M,"May 11, 2017",5.70 - 7.60,"9,033",156.25,-0.04,,0.04,0.12 (1.97%),2017-11-17,6.20,"20,900"
TIS,Orchids Paper Products Company,0,0,0,1,0,0,0,0,0,Consumer Goods,406,Cleaning Products,14.47,14.24 - 14.54,150.492M,"Apr 21, 2017",8.31 - 30.38,"62,776",360.75,0.62,15.75,0.04,0.00 (0.00%),2017-02-23,14.54,"84,015"
TISI,Team Inc,0,0,0,1,0,0,0,1,0,Services,"7,100",Business Services,16.30,16.10 - 16.60,484.607M,"Mar 5, 2018",10.45 - 36.35,"620,939",,1.96,18.20,-3.82,0.00 (0.00%),1993-02-03,16.30,"516,152"
TITN,Titan Machinery Inc,0,0,0,1,0,0,0,0,0,Services,"2,275",Industrial Equipment Wholesale,23.64,23.37 - 23.95,506.578M,"Mar 28, 2018",11.68 - 23.95,"176,796",,2.49,22.25,-0.78,N/A (N/A),,23.85,"211,669"
TIVO,Tivo Corp,0,0,0,1,0,0,0,1,0,Services,"1,700",CATV Systems,15.05,14.65 - 15.30,1.8B,"Oct 30, 2017",13.75 - 21.75,"1,150,385",,-0.91,11.98,-0.39,0.72 (4.83%),2017-12-05,15.05,"1,243,980"
TJX,TJX Companies,0,0,1,0,0,1,0,0,0,Services,"235,000",Department Stores,76.88,77.05 - 78.80,49.497B,"Feb 28, 2018",66.44 - 80.92,"3,912,668",21.13,0.42,82.67,3.7,1.25 (1.64%),2018-02-14,77.15,"4,534,720"
TK,Teekay Shipping Corp,0,0,0,1,0,0,0,0,0,Services,"7,900",Shipping,10.42,10.45 - 10.67,909.212M,"Feb 21, 2018",5.14 - 11.77,"517,451",,2.31,5.67,-1.63,0.22 (2.16%),2017-11-02,10.49,"789,777"
TKR,Timken Company,0,0,1,0,0,0,1,0,0,Industrial Goods,"14,000",Machine Tools & Accessories,51.85,51.75 - 52.35,4.052B,"Feb 7, 2018",41.78 - 53.10,"527,427",23.03,1.82,52.33,2.27,1.08 (2.13%),2017-11-16,52.05,"605,146"
TLGT,Teligent,0,0,0,1,0,0,0,0,0,,,,3.77,3.51 - 3.81,191.173M,"Jul 28, 2017",2.82 - 9.54,"934,739",,1.32,5.52,-0.23,N/A (N/A),,3.79,"691,093"
TLRD,Tailored Brands Inc,0,0,0,1,0,0,0,1,0,,,,22.02,22.06 - 23.00,1.094B,,9.40 - 24.11,"833,497",16.34,1.66,18.00,1.36,0.72 (3.36%),2017-12-11,22.06,"1,436,236"
TLYS,Tilly's Inc,0,0,0,1,0,0,0,0,0,Services,"1,400",Apparel Stores,14.63,14.24 - 14.75,415.971M,"Mar 12, 2018",8.02 - 16.57,"114,598",28.96,-0.59,16.00,0.5,0.00 (0.00%),2017-02-13,14.71,"168,442"
TMHC,Taylor Morrison Home Corporatio,0,0,0,1,0,0,0,0,0,Industrial Goods,"1,800",Residential Construction,28.41,27.32 - 28.00,3.319B,"Jan 29, 2018",18.26 - 28.42,"9,914,762",20.27,0.92,28.69,1.37,N/A (N/A),,27.75,"1,329,660"
TMK,Torchmark Corp,0,0,1,0,0,1,0,0,0,Financial,"3,128",Life Insurance,,90.12 - 91.00,,"Jan 30, 2018",72.59 - 91.00,,,,,,0.60 (0.66%),,,
TMO,Thermo Fisher Scientific Inc,0,0,1,0,0,1,0,0,0,Healthcare,"55,000",Medical Laboratories & Research,208.66,207.79 - 211.54,84.277B,"Jan 31, 2018",140.00 - 211.54,"1,486,494",35.74,1.01,219.63,5.88,0.60 (0.29%),2017-12-14,208.89,"1,597,128"
TMP,Tompkinstrustco,0,0,0,1,0,0,0,1,0,Financial,931,Regional - Northeast Banks,83.67,82.46 - 84.44,1.264B,"Jan 25, 2018",71.27 - 93.89,"51,466",19.51,0.7,84.00,4.26,1.88 (2.30%),2017-11-06,83.79,"29,215"
TMST,Timken Steel Corp,0,0,0,1,0,0,0,1,0,Basic Materials,"2,500",Steel & Iron,17.70,17.40 - 18.54,823.058M,"Jan 25, 2018",12.48 - 23.00,"611,913",,2.43,17.75,-1.74,0.00 (0.00%),2015-08-25,17.40,"424,322"
TMUS,T-Mobile US,0,1,1,0,0,0,0,0,0,Technology,"50,000",Wireless Communications,63.84,63.51 - 64.26,52.979B,"Feb 12, 2018",54.60 - 68.88,"3,165,322",24.92,0.11,72.40,2.56,0.00 (0.00%),2013-05-01,64.16,"4,674,488"
TNAV,Telenav Inc,0,0,0,1,0,0,0,0,0,Technology,746,Internet Software & Services,5.60,5.50 - 5.60,248.148M,"Jan 29, 2018",4.50 - 10.15,"47,249",,0.38,12.17,-1.24,N/A (N/A),,5.60,"107,942"
TNC,Tennant Company,0,0,0,1,0,0,0,1,0,Industrial Goods,"3,236",Diversified Machinery,73.15,72.55 - 74.30,1.312B,"Feb 21, 2018",60.05 - 76.80,"62,206",106.06,1.11,63.00,0.69,0.84 (1.16%),2017-11-29,73.40,"115,550"
TNET,Trinet Group Inc,0,0,0,1,0,0,0,0,0,Services,"2,700",Business Services,41.66,41.61 - 42.45,2.923B,"Feb 7, 2018",24.09 - 45.25,"280,474",22.26,2.95,41.50,1.89,N/A (N/A),,41.83,"362,903"
TNK,Teekay Tankers Ltd,0,0,0,1,0,0,0,0,0,Services,"1,700",Shipping,1.39,1.38 - 1.40,370.119M,"Feb 21, 2018",1.30 - 2.70,"613,560",,1.66,2.02,-0.27,0.12 (8.89%),2017-11-17,1.40,"1,712,004"
TNTR,Tintri Inc,0,0,0,1,0,0,0,0,0,Technology,527,Semiconductor- Memory Chips,5.87,5.72 - 7.00,213.317M,,2.78 - 7.75,"1,327,708",,,6.50,-9.86,N/A (N/A),,5.86,"250,296"
TOCA,Tocagen Inc,0,0,0,1,0,0,0,0,0,,,,11.67,11.55 - 12.20,240.09M,,8.60 - 17.95,"121,509",,,23.67,-3.59,N/A (N/A),,11.72,"239,717"
TOL,Toll Brothers Inc,0,0,1,0,0,0,1,0,0,Industrial Goods,"4,500",Residential Construction,51.81,51.22 - 51.90,7.901B,"Feb 20, 2018",30.67 - 52.41,"1,188,632",16.28,1.43,52.19,3.17,0.32 (0.63%),2018-01-11,51.80,"2,350,426"
TOWN,Towne Bank,0,0,0,1,0,0,0,0,0,Financial,"2,168",Regional - Mid-Atlantic Banks,32.10,31.10 - 32.90,2.009B,"Jan 24, 2018",28.55 - 35.30,"343,272",21.38,1.11,34.00,1.52,0.56 (1.75%),2017-12-28,32.25,"159,638"
TOWR,Tower International,0,0,0,1,0,0,0,0,0,Consumer Goods,"7,900",Auto Parts,31.65,31.20 - 32.00,645.618M,"Feb 12, 2018",21.00 - 33.65,"58,568",9.56,2.66,34.13,3.29,0.48 (1.54%),2017-11-09,31.85,"94,503"
TPB,Turning Point Brands,0,0,0,1,0,0,0,0,0,,,,21.64,21.64 - 22.47,429.915M,"Nov 8, 2017",12.31 - 22.99,"66,950",13.20,,25.00,1.7,0.16 (0.75%),2017-11-24,21.68,"56,023"
TPC,Tutor Perini Corp,0,0,0,1,0,0,0,0,0,Industrial Goods,"11,603",Heavy Construction,26.75,26.75 - 27.92,1.369B,"May 4, 2017",22.60 - 33.00,"466,406",14.27,2.1,35.07,1.93,0.00 (0.00%),2010-11-02,26.75,"436,541"
TPH,Tri Pointe Homes Inc,0,0,0,1,0,0,1,0,0,Industrial Goods,"1,137",Residential Construction,19.33,19.09 - 19.43,2.893B,"Feb 20, 2018",11.69 - 19.55,"1,241,640",17.59,1.62,20.27,1.09,N/A (N/A),,19.39,"2,223,696"
TPHS,Trinity Pl Hldgs Inc,0,0,0,1,0,0,0,0,0,,,,6.91,6.93 - 7.07,222.364M,,6.53 - 9.97,"10,987",,0.1,,-0.23,N/A (N/A),,6.94,"15,107"
TPIC,Tpi Composites Inc,0,0,0,1,0,0,0,0,0,,,,20.70,20.74 - 21.14,713.53M,"Mar 14, 2018",15.26 - 26.00,"137,013",20.35,,27.00,1.03,N/A (N/A),,20.83,"264,934"
TPR,Tapestry Inc,0,0,0,0,0,1,0,0,0,,,,45.52,45.07 - 45.80,13.019B,,0.11 - 48.85,"2,325,417",28.54,0.53,49.33,1.6,1.35 (2.98%),2017-12-07,45.49,"2,799,922"
TPRE,Third Point Reinsurance Ltd. Co,0,0,0,1,0,0,0,1,0,Financial,26,Property & Casualty Insurance,14.00,13.95 - 14.35,1.519B,"Feb 21, 2018",11.05 - 17.10,"687,132",7.97,1.1,17.75,1.77,N/A (N/A),,14.05,"977,987"
TPX,Tempur-Pedic International Inc,0,0,1,0,0,0,1,0,0,Consumer Goods,"7,300",Home Furnishings & Fixtures,63.33,63.19 - 64.44,3.465B,"Feb 14, 2018",39.57 - 68.05,"769,189",21.15,1.4,66.50,3.02,0.00 (0.00%),2008-08-27,63.40,"956,450"
TR,Tootsie Roll Industries,0,0,0,1,0,0,1,0,0,Consumer Goods,"2,000",Confectioners,35.80,35.57 - 35.95,2.258B,"Oct 26, 2017",34.30 - 39.69,"57,038",33.94,0.3,19.00,1.05,0.36 (1.02%),2017-09-29,35.80,"99,706"
TRC,Tejon Ranch Company,0,0,0,1,0,0,0,0,0,Financial,152,Property Management,21.06,20.96 - 21.37,547.477M,"Mar 8, 2018",18.59 - 24.42,"37,493",,1.24,65.00,-0.1,0.00 (0.00%),1999-11-17,21.11,"111,773"
TRC-,Tejon Ranch Co Rights Offering,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,
TRCB,Two River Bncrp,0,0,0,1,0,0,0,0,0,Financial,142,Regional - Northeast Banks,18.19,18.18 - 18.26,154.339M,"Jan 23, 2018",14.26 - 20.75,"3,493",18.09,0.58,23.00,1.01,0.18 (1.01%),2017-11-07,18.26,"9,569"
TRCO,Tribune Media Corp,0,0,1,0,0,0,0,0,0,Services,"8,200",Broadcasting - TV,43.47,43.21 - 43.49,3.785B,"Feb 27, 2018",27.75 - 43.54,"1,261,344",,1.77,42.75,-1.33,1.00 (2.31%),2017-11-17,43.49,"881,200"
TREC,Trecora Resources,0,0,0,1,0,0,0,0,0,Basic Materials,310,Chemicals - Major Diversified,13.85,13.75 - 14.05,336.639M,"May 4, 2017",10.13 - 14.35,"43,427",105.73,1.57,15.25,0.13,0.00 (0.00%),1988-06-07,13.85,"42,501"
TREE,Lendingtree Inc,0,0,0,1,0,0,0,1,0,Financial,388,Mortgage Investment,362.30,362.55 - 368.82,4.357B,"Feb 21, 2018",217.70 - 370.74,"99,417",159.51,2.12,341.48,2.28,0.00 (0.00%),2012-12-13,364.10,"221,780"
TREX,Trex Company,0,0,0,1,0,0,0,1,0,Industrial Goods,830,General Building Materials,116.79,115.50 - 118.47,3.446B,"Feb 19, 2018",61.57 - 120.40,"166,092",38.68,1.97,102.43,3.03,N/A (N/A),,117.00,"245,284"
TRGP,Targa Resources,0,0,1,0,0,0,0,0,0,Basic Materials,"1,970",Oil & Gas Pipelines,50.82,50.22 - 51.67,11.092B,"Feb 13, 2018",39.59 - 61.83,"1,880,515",,2.53,51.95,-2.51,3.64 (7.35%),2017-10-31,50.97,"1,939,833"
TRHC,Tabula Rasa Healthcare Inc,0,0,0,1,0,0,0,0,0,,,,33.16,32.03 - 33.08,632.044M,,11.59 - 36.80,"140,567",,,36.71,-0.17,N/A (N/A),,33.08,"192,296"
TRIP,Tripadvisor Inc,0,0,1,0,0,1,0,0,0,Technology,"3,236",Internet Information Providers,35.28,35.25 - 36.67,5.075B,"Feb 13, 2018",29.50 - 53.58,"4,419,340",78.58,1.9,33.80,0.47,N/A (N/A),,35.43,"3,765,896"
TRK,Speedway Motorsports,0,0,0,1,0,0,0,0,0,Services,817,Sporting Activities,19.16,19.14 - 19.66,802.965M,"Oct 24, 2017",16.80 - 23.47,"18,424",23.09,0.76,18.25,0.85,0.60 (3.17%),2017-11-09,19.14,"39,052"
TRMB,Trimble Navigation,0,0,1,0,0,0,1,0,0,Technology,"8,388",Scientific & Technical Instruments,42.99,42.91 - 43.46,10.924B,"Feb 6, 2018",28.61 - 43.97,"502,139",57.09,2.44,43.79,0.76,N/A (N/A),,43.09,"1,020,641"
TRMK,Trustmark Corp,0,0,0,1,0,0,1,0,0,Financial,"2,878",Regional - Southeast Banks,33.65,33.40 - 33.93,2.288B,"Jan 23, 2018",28.16 - 35.32,"246,179",19.31,0.94,34.67,1.75,0.92 (2.78%),2017-11-30,33.75,"251,520"
TRN,Trinity Industries,0,0,1,0,0,0,1,0,0,Services,"17,680",Railroads,36.82,36.90 - 37.23,5.639B,"Feb 15, 2018",25.01 - 38.25,"496,835",24.77,2.85,38.11,1.5,0.52 (1.43%),2018-01-11,36.96,"1,393,057"
TRNC,Tronc Inc,0,0,0,1,0,0,0,0,0,,,,18.36,17.84 - 18.97,615.523M,"Feb 20, 2018",10.80 - 18.97,"73,320",25.52,1.9,20.00,0.72,0.00 (0.00%),2016-01-07,18.39,"100,977"
TRNO,Terreno Realty Corp,0,0,0,1,0,0,0,0,0,Financial,19,REIT - Industrial,34.33,33.88 - 34.27,1.85B,"Oct 31, 2017",26.30 - 38.54,"275,148",42.93,0.68,38.66,0.8,0.88 (2.59%),2017-12-28,34.10,"319,457"
TROW,T Rowe Price Group,0,0,1,0,0,1,0,0,0,Financial,"6,796",Asset Management,113.06,113.97 - 115.62,27.95B,"Jan 24, 2018",65.33 - 115.62,"1,361,147",18.89,1.23,113.00,6.11,2.28 (2.03%),2017-12-13,114.06,"1,397,161"
TROX,Tronox Inc,0,0,0,1,0,0,0,0,0,Basic Materials,"4,300",Chemicals - Major Diversified,21.55,21.44 - 21.85,2.575B,"Feb 19, 2018",11.04 - 28.40,"1,125,652",,4.49,25.80,-1.37,0.18 (0.87%),2017-11-17,21.63,"1,806,784"
TRS,Trimas Corp,0,0,0,1,0,0,0,0,0,Industrial Goods,"4,000",Industrial Equipment & Components,27.30,27.15 - 27.90,1.266B,"Feb 26, 2018",19.75 - 28.85,"63,878",,2.2,26.83,-0.71,N/A (N/A),,27.30,"132,876"
TRST,Trustco Bank Corp NY,0,0,0,1,0,0,0,1,0,Financial,815,Regional - Northeast Banks,9.10,9.05 - 9.18,879.385M,"Jan 22, 2018",7.25 - 9.70,"194,641",18.90,1.05,9.50,0.48,0.26 (2.93%),2017-11-30,9.10,"336,773"
TRTN,Triton International Ltd,0,0,0,1,0,0,0,0,0,,,,41.32,40.81 - 41.91,3.377B,"Mar 12, 2018",18.47 - 43.85,"445,489",19.47,3.36,46.80,2.15,1.80 (4.53%),2017-11-30,41.14,"490,719"
TRTX,Tpg Re Finance Trust Inc,0,0,0,1,0,0,0,0,0,,,,19.03,18.82 - 19.10,1.148B,,18.61 - 25.59,"28,648",9.18,,21.25,2.06,1.52 (7.99%),2017-12-28,18.94,"52,096"
TRU,Transunion,0,0,1,0,0,0,0,0,0,Services,"4,700",Business Services,57.14,56.90 - 57.38,10.405B,"Feb 12, 2018",31.38 - 57.38,"869,105",44.19,,56.96,1.29,N/A (N/A),,57.17,"1,409,252"
TRUE,Truecar Inc,0,0,0,1,0,0,0,0,0,Technology,650,Internet Service Providers,12.18,11.58 - 12.23,1.174B,"Feb 28, 2018",10.16 - 21.75,"1,683,024",,2.15,16.00,-0.35,N/A (N/A),,12.23,"1,789,215"
TRUP,Trupanion Inc,0,0,0,1,0,0,0,0,0,Financial,450,Accident & Health Insurance,35.04,33.81 - 35.07,1.033B,"Feb 23, 2018",13.71 - 35.07,"294,303",,0.45,33.75,-0.08,N/A (N/A),,35.04,"230,588"
TRV,The Travelers Companies Inc,1,0,1,0,0,1,0,0,0,Financial,"30,900",Property & Casualty Insurance,132.34,132.03 - 134.99,36.875B,"Jan 23, 2018",113.76 - 137.95,"2,010,111",15.56,1.17,139.00,8.66,2.88 (2.18%),2017-12-08,133.05,"1,531,679"
TRVN,Trevena Inc,0,0,0,1,0,0,0,0,0,Healthcare,49,Biotechnology,1.79,1.75 - 1.82,109.027M,"Mar 6, 2018",1.35 - 8.00,"599,985",,-0.52,7.79,-1.63,N/A (N/A),,1.82,"1,041,992"
TSBK,Timberland Bancorp,0,0,0,1,0,0,0,0,0,,,,27.32,27.52 - 28.27,205.021M,"Jan 23, 2017",20.28 - 32.10,"12,811",14.60,0.59,12.50,1.92,0.44 (1.62%),2017-11-15,27.52,"18,796"
TSC,Tristate Capital Hld,0,0,0,1,0,0,0,0,0,Financial,232,Money Center Banks,23.85,23.85 - 24.30,689.017M,"Jan 24, 2018",19.65 - 26.30,"143,796",20.78,0.47,27.33,1.16,N/A (N/A),,24.00,"72,234"
TSCO,Tractor Supply Co,0,1,1,0,0,1,0,0,0,Services,"13,000","Specialty Retail, Other",78.49,78.45 - 79.85,9.996B,"Jan 31, 2018",49.87 - 79.85,"2,099,397",23.59,1.09,67.42,3.38,1.08 (1.38%),2017-11-17,78.54,"2,144,755"
TSE,Trinseo S.A.,0,0,0,1,0,0,0,0,0,Consumer Goods,"2,197",Rubber & Plastics,,76.00 - 79.50,,"Feb 20, 2018",57.70 - 79.50,,,,,,1.44 (1.97%),,,
TSLA,Tesla Inc,0,1,1,0,0,0,0,0,0,Consumer Goods,"17,782",Auto Manufacturers - Major,337.95,333.67 - 340.41,56.507B,"Feb 20, 2018",229.59 - 389.61,"4,825,059",,0.63,314.17,-8.66,N/A (N/A),,338.63,"6,064,455"
TSN,Tyson Foods,0,0,1,0,0,1,0,0,0,Consumer Goods,"122,000",Meat Products,79.96,79.26 - 80.13,35.555B,"Feb 8, 2018",57.20 - 84.65,"1,485,045",16.68,0.38,84.06,4.79,1.20 (1.46%),2018-02-28,79.90,"2,196,736"
TSQ,Townsquare Media Llc,0,0,0,1,0,0,0,0,0,Services,"2,950",Broadcasting - Radio,7.60,7.51 - 7.93,145.98M,"May 11, 2017",7.00 - 13.01,"50,401",11.32,1.7,10.79,0.7,N/A (N/A),,7.61,"69,463"
TSRO,Tesaro Inc,0,0,1,0,0,0,0,0,0,Healthcare,446,Biotechnology,71.66,69.38 - 72.25,3.784B,"Feb 26, 2018",69.38 - 192.94,"1,749,596",,1.8,138.37,-8.64,N/A (N/A),,71.80,"893,266"
TSS,Total System Services,0,0,1,0,0,1,0,0,0,Financial,"11,500",Credit Services,82.18,81.73 - 82.57,15.075B,"Jan 23, 2018",49.98 - 82.57,"616,300",36.38,1.22,82.64,2.25,0.52 (0.66%),2017-09-20,82.44,"1,214,761"
TTC,Toro Company,0,0,1,0,0,0,1,0,0,Industrial Goods,"6,779",Small Tools & Accessories,67.15,66.83 - 67.42,7.141B,"Feb 21, 2018",57.17 - 73.86,"342,151",27.79,0.49,67.00,2.41,0.80 (1.21%),2017-12-21,67.42,"507,215"
TTD,Trade Desk Inc,0,0,0,1,0,0,0,0,0,,,,48.96,48.12 - 49.99,2.018B,,28.11 - 67.30,"848,838",47.42,,62.64,1.04,N/A (N/A),,48.99,"1,083,869"
TTEC,Teletech Hldgs,0,0,0,1,0,0,0,1,0,Services,"49,500",Business Services,40.00,40.05 - 40.85,1.848B,"Mar 6, 2018",28.20 - 43.75,"18,728",38.64,0.7,41.00,1.04,0.50 (1.25%),2017-10-04,40.05,"56,949"
TTEK,Tetra Tech Inc,0,0,0,1,0,0,0,1,0,Services,"16,000",Technical Services,48.90,48.75 - 49.85,2.742B,"Jan 30, 2018",38.85 - 50.90,"185,907",24.12,1.13,52.67,2.04,0.40 (0.83%),2017-11-29,49.10,"261,303"
TTGT,Techtarget Inc,0,0,0,1,0,0,0,0,0,Technology,659,Internet Information Providers,13.92,14.00 - 14.74,403.198M,"Feb 7, 2018",8.41 - 14.74,"124,373",115.04,1.06,14.90,0.13,N/A (N/A),,14.02,"51,690"
TTI,Tetra Technologies,0,0,0,1,0,0,0,1,0,Basic Materials,"2,400",Oil & Gas Equipment & Services,4.31,4.13 - 4.45,508.748M,"Feb 27, 2018",1.85 - 5.09,"1,023,670",,1.01,4.97,-0.38,N/A (N/A),,4.14,"1,103,820"
TTMI,TTM Technologies I,0,0,0,1,0,0,0,1,0,Technology,"28,360",Printed Circuit Boards,16.80,16.74 - 17.47,1.771B,"Feb 6, 2018",12.76 - 19.54,"1,163,737",25.99,2.37,20.25,0.67,N/A (N/A),,16.82,"982,836"
TTPH,Tetraphase Pharmaceu,0,0,0,1,0,0,0,0,0,Healthcare,66,Drugs - Generic,6.52,6.41 - 6.64,334.709M,"Mar 6, 2018",5.60 - 6.97,"287,543",,3.38,17.40,-2.85,N/A (N/A),,6.55,"487,836"
TTS,Tile Shop Hldgs,0,0,0,1,0,0,0,1,0,Services,"1,331",Home Improvement Stores,10.35,10.05 - 10.45,534.621M,"Feb 12, 2018",8.08 - 22.40,"534,683",28.71,1.46,9.07,0.36,0.20 (2.00%),2017-10-30,10.45,"951,188"
TTWO,Take-Two Interacti,0,0,1,0,0,0,1,0,0,Technology,"3,707",Multimedia & Graphics Software,116.98,115.85 - 118.90,13.378B,"Feb 5, 2018",50.51 - 120.62,"1,758,066",97.10,0.88,126.58,1.21,N/A (N/A),,116.95,"2,047,028"
TUP,Tupperware Corp,0,0,1,0,0,0,1,0,0,Consumer Goods,"13,000",Packaging & Containers,64.09,63.92 - 65.18,3.303B,"Jan 31, 2018",54.48 - 74.36,"525,110",23.69,1.6,74.00,2.74,2.72 (4.29%),2017-12-19,64.12,"390,252"
TUSK,Mammoth Energy Services Inc,0,0,0,1,0,0,0,0,0,,,,23.35,23.21 - 23.80,1.044B,"Feb 20, 2018",10.88 - 24.54,"91,499",173.78,,22.34,0.14,N/A (N/A),,23.43,"121,684"
TVPT,Travelport Worldwide Ltd,0,0,0,1,0,0,0,0,0,Consumer Goods,"5,000","Recreational Goods, Other",12.86,13.45 - 14.21,1.717B,"Feb 20, 2018",11.38 - 16.17,"10,512,589",19.38,0.46,16.00,0.71,0.30 (2.30%),2017-12-06,14.00,"1,239,647"
TVTY,Tivity Health,0,0,0,1,0,0,0,1,0,,,,37.30,36.65 - 37.80,1.478B,"Feb 21, 2018",20.60 - 48.50,"438,954",24.85,1.22,47.00,1.5,N/A (N/A),,37.30,"695,411"
TWI,Titan International,0,0,0,1,0,0,0,1,0,Industrial Goods,"6,100",Farm & Construction Machinery,13.62,13.61 - 14.18,832.999M,"Mar 13, 2018",7.97 - 14.23,"187,767",,1.8,14.50,-0.78,0.02 (0.16%),2017-09-28,13.73,"227,592"
TWIN,Twin Disc Inc,0,0,0,1,0,0,0,0,0,Industrial Goods,672,Diversified Machinery,28.24,27.25 - 28.27,320.171M,"Jan 29, 2018",14.81 - 29.35,"23,305",,1.53,28.00,-0.03,0.00 (0.00%),2015-11-10,28.27,"42,795"
TWLO,Twilio,0,0,0,1,0,0,0,0,0,,,,26.03,25.70 - 26.20,2.434B,"Feb 5, 2018",22.80 - 34.95,"906,122",,,36.75,-0.64,N/A (N/A),,26.07,"1,782,077"
TWNK,Hostess Brands Inc,0,0,0,1,0,0,0,0,0,,,,14.77,14.67 - 14.91,1.937B,"Mar 12, 2018",11.00 - 17.18,"592,392",,,17.00,-0.23,N/A (N/A),,14.78,"1,469,171"
